scenario,mode,run_id,npm_ci_ms,build_ms,nginx_tgz_hit,nginx_tgz_miss,nginx_tgz_bypass,upstream_tgz_requests,upstream_tgz_bytes,metadata_requests,exit_code,notes
angular,proxy-cold,1,8242,3316,,,,,,,1,"registry=http://localhost:18080; npm_log_tgz_responses=466"
